job,out_file,err_file,failed,error_type,out_preview,err_preview
planned_T1428_5801237,planned_T1428_5801237.out,planned_T1428_5801237.err,False,,"Running T1428 on lm4-w008 at Thu Feb 19 14:01:19 CET 2026
Game: Omega Chess
Variant: UCB1 GRAVE | MAST | Heuristic | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=4",
planned_T1429_5801238,planned_T1429_5801238.out,planned_T1429_5801238.err,False,,"Running T1429 on lm4-w016 at Thu Feb 19 14:01:19 CET 2026
Game: Stratomic
Variant: UCB1 | Random | AlphaGo | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=4, mem=7G, tim",
planned_T142_5799951,planned_T142_5799951.out,planned_T142_5799951.err,True,NullPointerException,"Running T142 on lm4-w039 at Thu Feb 19 12:48:04 CET 2026
Game: Eleven-Fang
Variant: UCB1 tuned | MAST | Qualitative | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=","MCTS error in game: Eleven-Fang
java.lang.NullPointerException: Cannot invoke ""metadata.ai.heuristics.Heuristics.computeValue(other.context.Context, int, float)"" because ""heuristics"" is null
	at utils"
planned_T1430_5801239,planned_T1430_5801239.out,planned_T1430_5801239.err,False,,"Running T1430 on lm4-w003 at Thu Feb 19 14:01:49 CET 2026
Game: Omega Chess
Variant: Implicit Minimax | NST | Implicit Minimax | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
",
planned_T1431_5801240,planned_T1431_5801240.out,planned_T1431_5801240.err,False,,"Running T1431 on lm4-w021 at Thu Feb 19 14:01:49 CET 2026
Game: Football Chess
Variant: Progressive History | NST | Score Bounded | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=10",
planned_T1432_5801241,planned_T1432_5801241.out,planned_T1432_5801241.err,True,NullPointerException,"Running T1432 on lm4-w027 at Thu Feb 19 14:01:49 CET 2026
Game: Chess (Siberia)
Variant: Alpha-Beta | Random | Qualitative | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpu","MCTS error in game: Chess (Siberia)
java.lang.NullPointerException: Cannot invoke ""metadata.ai.heuristics.Heuristics.computeValue(other.context.Context, int, float)"" because ""heuristics"" is null
	at u"
planned_T1433_5801242,planned_T1433_5801242.out,planned_T1433_5801242.err,False,,"Running T1433 on lm4-w027 at Thu Feb 19 14:01:49 CET 2026
Game: Spaji
Variant: Implicit Minimax | MAST | Score Bounded | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cp",
planned_T1434_5801243,planned_T1434_5801243.out,planned_T1434_5801243.err,False,,"Running T1434 on lm4-w031 at Thu Feb 19 14:01:49 CET 2026
Game: Spaji
Variant: Progressive Widening | NST | Implicit Minimax | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Es",
planned_T1435_5801244,planned_T1435_5801244.out,planned_T1435_5801244.err,True,NullPointerException,"Running T1435 on lm4-w031 at Thu Feb 19 14:01:49 CET 2026
Game: Shatranj al-Jawarhiya
Variant: Noisy AG0 | Random | Implicit Minimax | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Esti","MCTS error in game: Shatranj al-Jawarhiya
java.lang.NullPointerException: Cannot invoke ""policies.Policy.computeDistribution(other.context.Context, main.collections.FastArrayList, boolean)"" because th"
planned_T1436_5801245,planned_T1436_5801245.out,planned_T1436_5801245.err,True,NullPointerException,"Running T1436 on lm4-w037 at Thu Feb 19 14:01:49 CET 2026
Game: Rimoe
Variant: Progressive Bias | MAST | Qualitative | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus","MCTS error in game: Rimoe
java.lang.NullPointerException: Cannot invoke ""metadata.ai.heuristics.Heuristics.computeValue(other.context.Context, int, float)"" because ""heuristics"" is null
	at utils.AIUti"
planned_T1437_5801246,planned_T1437_5801246.out,planned_T1437_5801246.err,True,NullPointerException,"Running T1437 on lm4-w002 at Thu Feb 19 14:01:49 CET 2026
Game: Scaffold
Variant: UCB1 tuned | NST | Qualitative | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpu","MCTS error in game: Scaffold
java.lang.NullPointerException: Cannot invoke ""metadata.ai.heuristics.Heuristics.computeValue(other.context.Context, int, float)"" because ""heuristics"" is null
	at utils.AI"
planned_T1438_5801247,planned_T1438_5801247.out,planned_T1438_5801247.err,True,NullPointerException,"Running T1438 on lm4-w002 at Thu Feb 19 14:01:49 CET 2026
Game: Orissa Tiger Game (Four Tigers)
Variant: Noisy AG0 | MAST | Qualitative | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1","MCTS error in game: Orissa Tiger Game (Four Tigers)
java.lang.NullPointerException: Cannot invoke ""policies.Policy.computeDistribution(other.context.Context, main.collections.FastArrayList, boolean)"" "
planned_T1439_5801248,planned_T1439_5801248.out,planned_T1439_5801248.err,False,,"Running T1439 on lm4-w016 at Thu Feb 19 14:01:49 CET 2026
Game: Garrisons
Variant: Progressive History | Random | Heuristic | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cp",
planned_T143_5799952,planned_T143_5799952.out,planned_T143_5799952.err,False,,"Running T143 on lm4-w008 at Thu Feb 19 13:03:05 CET 2026
Game: 1D Chess
Variant: UCB1 | Random | Heuristic | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=4, mem=7G, tim",
planned_T1440_5801249,planned_T1440_5801249.out,planned_T1440_5801249.err,False,,"Running T1440 on lm4-w019 at Thu Feb 19 14:02:19 CET 2026
Game: Aqrad
Variant: UCB1 tuned | MAST | Implicit Minimax | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=",
planned_T1441_5801250,planned_T1441_5801250.out,planned_T1441_5801250.err,False,,"Running T1441 on lm4-w027 at Thu Feb 19 14:02:20 CET 2026
Game: Feed the Ducks
Variant: McBRAVE | Random | MonteCarlo | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=4, ",
planned_T1442_5801251,planned_T1442_5801251.out,planned_T1442_5801251.err,False,,"Running T1442 on lm4-w027 at Thu Feb 19 14:02:20 CET 2026
Game: Katro Bevohoka
Variant: McGRAVE | NST | MonteCarlo | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: c",
planned_T1443_5801252,planned_T1443_5801252.out,planned_T1443_5801252.err,False,,"Running T1443 on lm4-w026 at Thu Feb 19 12:56:35 CET 2026
Game: Veloop (Hex)
Variant: UCB1 tuned | Random | AlphaGo | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=5, me",
planned_T1444_5801253,planned_T1444_5801253.out,planned_T1444_5801253.err,False,,"Running T1444 on lm4-w027 at Thu Feb 19 14:02:19 CET 2026
Game: There and Back
Variant: Progressive History | MAST | Heuristic | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estim",
planned_T1445_5801254,planned_T1445_5801254.out,planned_T1445_5801254.err,True,NullPointerException,"Running T1445 on lm4-w026 at Thu Feb 19 12:56:35 CET 2026
Game: Stairs
Variant: Noisy AG0 | NST | Qualitative | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=5","MCTS error in game: Stairs
java.lang.NullPointerException: Cannot invoke ""policies.Policy.computeDistribution(other.context.Context, main.collections.FastArrayList, boolean)"" because the return value "
planned_T1446_5801255,planned_T1446_5801255.out,planned_T1446_5801255.err,True,NullPointerException,"Running T1446 on lm4-w027 at Thu Feb 19 14:02:19 CET 2026
Game: Omega Chess
Variant: Progressive Widening | Random | Qualitative | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimate","MCTS error in game: Omega Chess
java.lang.NullPointerException: Cannot invoke ""metadata.ai.heuristics.Heuristics.computeValue(other.context.Context, int, float)"" because ""heuristics"" is null
	at utils"
planned_T1447_5801256,planned_T1447_5801256.out,planned_T1447_5801256.err,False,,"Running T1447 on lm4-w031 at Thu Feb 19 14:02:19 CET 2026
Game: La Yagua
Variant: McBRAVE | MAST | Score Bounded | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=4, ",
planned_T1448_5801257,planned_T1448_5801257.out,planned_T1448_5801257.err,False,,"Running T1448 on lm4-w002 at Thu Feb 19 14:02:19 CET 2026
Game: Mysore Tiger Game
Variant: UCB1 | NST | Heuristic | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cp",
planned_T1449_5801258,planned_T1449_5801258.out,planned_T1449_5801258.err,False,,"Running T1449 on lm4-w008 at Thu Feb 19 14:02:20 CET 2026
Game: Jeu du Renard et de la Poule
Variant: Alpha-Beta | Random | Implicit Minimax | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1",
planned_T144_5799953,planned_T144_5799953.out,planned_T144_5799953.err,False,,"Running T144 on lm4-w008 at Thu Feb 19 13:03:05 CET 2026
Game: Gundru
Variant: Progressive Widening | NST | Score Bounded | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estim",
planned_T1450_5801259,planned_T1450_5801259.out,planned_T1450_5801259.err,True,NullPointerException,"Running T1450 on lm4-w016 at Thu Feb 19 14:02:19 CET 2026
Game: Ludus Coriovalli
Variant: Progressive Bias | NST | AlphaGo | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Esti","MCTS error in game: Ludus Coriovalli
java.lang.NullPointerException: Cannot invoke ""metadata.ai.heuristics.Heuristics.computeValue(other.context.Context, int, float)"" because ""heuristics"" is null
	at "
planned_T1451_5801260,planned_T1451_5801260.out,planned_T1451_5801260.err,True,NullPointerException,"Running T1451 on lm4-w016 at Thu Feb 19 14:02:19 CET 2026
Game: Manu
Variant: AG0 | MAST | AlphaGo | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=4, mem=7G, time=0","MCTS error in game: Manu
java.lang.NullPointerException: Cannot invoke ""policies.Policy.computeDistribution(other.context.Context, main.collections.FastArrayList, boolean)"" because the return value of"
planned_T1452_5801261,planned_T1452_5801261.out,planned_T1452_5801261.err,False,,"Running T1452 on lm4-w019 at Thu Feb 19 14:02:49 CET 2026
Game: Tsoro Yemutatu (Triangle)
Variant: Implicit Minimax | NST | Implicit Minimax | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, ",
planned_T1453_5801262,planned_T1453_5801262.out,planned_T1453_5801262.err,True,NullPointerException,"Running T1453 on lm4-w021 at Thu Feb 19 14:02:49 CET 2026
Game: Morabaraba
Variant: ExIt | Random | Heuristic | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=4, mem=7G, ","MCTS error in game: Morabaraba
java.lang.NullPointerException: Cannot invoke ""policies.Policy.computeDistribution(other.context.Context, main.collections.FastArrayList, boolean)"" because the return va"
planned_T1454_5801263,planned_T1454_5801263.out,planned_T1454_5801263.err,True,NullPointerException,"Running T1454 on lm4-w025 at Thu Feb 19 14:02:49 CET 2026
Game: Bouge Shodra
Variant: ExIt | MAST | MonteCarlo | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=4, me","MCTS error in game: Bouge Shodra
java.lang.NullPointerException: Cannot invoke ""policies.Policy.computeDistribution(other.context.Context, main.collections.FastArrayList, boolean)"" because the return "
planned_T1455_5801264,planned_T1455_5801264.out,planned_T1455_5801264.err,False,,"Running T1455 on lm4-w027 at Thu Feb 19 14:02:49 CET 2026
Game: Marelle Triple
Variant: UCB1 tuned | NST | Score Bounded | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estima",
planned_T1456_5801265,planned_T1456_5801265.out,planned_T1456_5801265.err,False,,"Running T1456 on lm4-w026 at Thu Feb 19 12:56:35 CET 2026
Game: Diaballik
Variant: UCB1 | Random | AlphaGo | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=5, mem=7G, tim",
planned_T1457_5801266,planned_T1457_5801266.out,planned_T1457_5801266.err,False,,"Running T1457 on lm4-w027 at Thu Feb 19 14:02:49 CET 2026
Game: Boseog Gonu
Variant: McGRAVE | MAST | Implicit Minimax | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cp",
planned_T1458_5801267,planned_T1458_5801267.out,planned_T1458_5801267.err,False,,"Running T1458 on lm4-w027 at Thu Feb 19 14:02:50 CET 2026
Game: Ikibuguzo (Opening 1)
Variant: UCB1 GRAVE | Random | MonteCarlo | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated",
planned_T1459_5801268,planned_T1459_5801268.out,planned_T1459_5801268.err,True,NullPointerException,"Running T1459 on lm4-w031 at Thu Feb 19 14:02:49 CET 2026
Game: Winkers
Variant: Noisy AG0 | Random | Score Bounded | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=4, me","MCTS error in game: Winkers
java.lang.NullPointerException: Cannot invoke ""policies.Policy.computeDistribution(other.context.Context, main.collections.FastArrayList, boolean)"" because the return value"
planned_T145_5799954,planned_T145_5799954.out,planned_T145_5799954.err,True,NullPointerException,"Running T145 on lm4-w016 at Thu Feb 19 13:03:05 CET 2026
Game: Celticator
Variant: Progressive Bias | Random | MonteCarlo | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus","MCTS error in game: Celticator
java.lang.NullPointerException: Cannot invoke ""metadata.ai.heuristics.Heuristics.computeValue(other.context.Context, int, float)"" because ""heuristics"" is null
	at utils."
planned_T1460_5801269,planned_T1460_5801269.out,planned_T1460_5801269.err,True,NullPointerException,"Running T1460 on lm4-w002 at Thu Feb 19 14:02:49 CET 2026
Game: Tsoro Yemutatu
Variant: McBRAVE | NST | Qualitative | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: ","MCTS error in game: Tsoro Yemutatu
java.lang.NullPointerException: Cannot invoke ""metadata.ai.heuristics.Heuristics.computeValue(other.context.Context, int, float)"" because ""heuristics"" is null
	at ut"
planned_T1461_5801270,planned_T1461_5801270.out,planned_T1461_5801270.err,True,NullPointerException,"Running T1461 on lm4-w002 at Thu Feb 19 14:02:49 CET 2026
Game: Abalala'e
Variant: Progressive Bias | MAST | Heuristic | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cp","MCTS error in game: Abalala'e
java.lang.NullPointerException: Cannot invoke ""metadata.ai.heuristics.Heuristics.computeValue(other.context.Context, int, float)"" because ""heuristics"" is null
	at utils.A"
planned_T1462_5801271,planned_T1462_5801271.out,planned_T1462_5801271.err,True,NullPointerException,"Running T1462 on lm4-w002 at Thu Feb 19 14:02:49 CET 2026
Game: Jeson Zam
Variant: AG0 | Random | Qualitative | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=4, mem=7G, ","MCTS error in game: Jeson Zam
java.lang.NullPointerException: Cannot invoke ""policies.Policy.computeDistribution(other.context.Context, main.collections.FastArrayList, boolean)"" because the return val"
planned_T1463_5801272,planned_T1463_5801272.out,planned_T1463_5801272.err,False,,"Running T1463 on lm4-w025 at Thu Feb 19 14:03:19 CET 2026
Game: Feed the Ducks
Variant: Implicit Minimax | MAST | Score Bounded | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Esti",
planned_T1464_5801273,planned_T1464_5801273.out,planned_T1464_5801273.err,True,NullPointerException,"Running T1464 on lm4-w025 at Thu Feb 19 14:03:19 CET 2026
Game: Social Distance Chess
Variant: Progressive Bias | NST | MonteCarlo | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1","MCTS error in game: Social Distance Chess
java.lang.NullPointerException: Cannot invoke ""metadata.ai.heuristics.Heuristics.computeValue(other.context.Context, int, float)"" because ""heuristics"" is null"
planned_T1465_5801274,planned_T1465_5801274.out,planned_T1465_5801274.err,False,,"Running T1465 on lm4-w027 at Thu Feb 19 14:03:19 CET 2026
Game: Unnamed Dutch Draughts Game
Variant: Progressive Widening | NST | AlphaGo | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, max",
planned_T1466_5801275,planned_T1466_5801275.out,planned_T1466_5801275.err,True,Game exceeded time limit after 892 decisions,"Running T1466 on lm4-w031 at Thu Feb 19 14:03:20 CET 2026
Game: Shatranj al-Kabir
Variant: UCB1 | MAST | MonteCarlo | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=","Game exceeded time limit after 892 decisions
Game exceeded time limit after 870 decisions
"
planned_T1467_5801276,planned_T1467_5801276.out,planned_T1467_5801276.err,True,NullPointerException,"Running T1467 on lm4-w031 at Thu Feb 19 14:03:20 CET 2026
Game: Dara
Variant: Progressive Bias | Random | Score Bounded | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=4","MCTS error in game: Dara
java.lang.NullPointerException: Cannot invoke ""metadata.ai.heuristics.Heuristics.computeValue(other.context.Context, int, float)"" because ""heuristics"" is null
	at utils.AIUtil"
planned_T1468_5801277,planned_T1468_5801277.out,planned_T1468_5801277.err,False,,"Running T1468 on lm4-w039 at Thu Feb 19 14:03:20 CET 2026
Game: Dra
Variant: Alpha-Beta | MAST | Implicit Minimax | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=4,",
planned_T1469_5801278,planned_T1469_5801278.out,planned_T1469_5801278.err,True,NullPointerException,"Running T1469 on lm4-w002 at Thu Feb 19 14:03:19 CET 2026
Game: Feed the Ducks
Variant: AG0 | NST | Implicit Minimax | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated:","MCTS error in game: Feed the Ducks
java.lang.NullPointerException: Cannot invoke ""policies.Policy.computeDistribution(other.context.Context, main.collections.FastArrayList, boolean)"" because the retur"
planned_T146_5799955,planned_T146_5799955.out,planned_T146_5799955.err,False,,"Running T146 on lm4-w002 at Thu Feb 19 12:48:04 CET 2026
Game: Bravalath
Variant: UCB1 GRAVE | MAST | Score Bounded | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=",
planned_T1470_5801279,planned_T1470_5801279.out,planned_T1470_5801279.err,False,,"Running T1470 on lm4-w002 at Thu Feb 19 14:03:19 CET 2026
Game: Solitario
Variant: McGRAVE | Random | Implicit Minimax | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=4,",
planned_T1471_5801280,planned_T1471_5801280.out,planned_T1471_5801280.err,False,,"Running T1471 on lm4-w008 at Thu Feb 19 14:03:19 CET 2026
Game: Selus
Variant: UCB1 GRAVE | NST | Heuristic | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=4, ",
planned_T1472_5801281,planned_T1472_5801281.out,planned_T1472_5801281.err,False,,"Running T1472 on lm4-w008 at Thu Feb 19 14:03:19 CET 2026
Game: Tshuba
Variant: Progressive History | Random | AlphaGo | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=4,",
planned_T1473_5801282,planned_T1473_5801282.out,planned_T1473_5801282.err,True,NullPointerException,"Running T1473 on lm4-w025 at Thu Feb 19 14:03:49 CET 2026
Game: Wali
Variant: Noisy AG0 | MAST | AlphaGo | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=4, mem=7G, ","MCTS error in game: Wali
java.lang.NullPointerException: Cannot invoke ""policies.Policy.computeDistribution(other.context.Context, main.collections.FastArrayList, boolean)"" because the return value of"
planned_T1474_5801283,planned_T1474_5801283.out,planned_T1474_5801283.err,True,NullPointerException,"Running T1474 on lm4-w027 at Thu Feb 19 14:03:50 CET 2026
Game: Hus (Damara)
Variant: UCB1 GRAVE | MAST | Qualitative | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpu","MCTS error in game: Hus (Damara)
java.lang.NullPointerException: Cannot invoke ""metadata.ai.heuristics.Heuristics.computeValue(other.context.Context, int, float)"" because ""heuristics"" is null
	at util"
planned_T1475_5801284,planned_T1475_5801284.out,planned_T1475_5801284.err,True,NullPointerException,"Running T1475 on lm4-w027 at Thu Feb 19 14:03:49 CET 2026
Game: Shatranj al-Husun
Variant: ExIt | NST | Score Bounded | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated","MCTS error in game: Shatranj al-Husun
java.lang.NullPointerException: Cannot invoke ""policies.Policy.computeDistribution(other.context.Context, main.collections.FastArrayList, boolean)"" because the re"
planned_T1476_5801285,planned_T1476_5801285.out,planned_T1476_5801285.err,False,,"Running T1476 on lm4-w031 at Thu Feb 19 14:03:49 CET 2026
Game: Boxijn Barildaan
Variant: UCB1 tuned | Random | Heuristic | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus",
planned_T1477_5801286,planned_T1477_5801286.out,planned_T1477_5801286.err,False,,"Running T1477 on lm4-w002 at Thu Feb 19 14:03:49 CET 2026
Game: Dodgem
Variant: Progressive Widening | MAST | Heuristic | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: c",
planned_T1478_5801287,planned_T1478_5801287.out,planned_T1478_5801287.err,False,,"Running T1478 on lm4-w002 at Thu Feb 19 14:03:50 CET 2026
Game: Challis Ghutia (Titagarh)
Variant: UCB1 tuned | NST | MonteCarlo | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=100",
planned_T1479_5801288,planned_T1479_5801288.out,planned_T1479_5801288.err,False,,"Running T1479 on lm4-w002 at Thu Feb 19 14:03:49 CET 2026
Game: Madelinette
Variant: McBRAVE | Random | MonteCarlo | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=4, mem",
planned_T147_5799956,planned_T147_5799956.out,planned_T147_5799956.err,True,NullPointerException,"Running T147 on lm4-w016 at Thu Feb 19 13:03:05 CET 2026
Game: Khrour
Variant: ExIt | NST | MonteCarlo | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=4, mem=7","MCTS error in game: Khrour
java.lang.NullPointerException: Cannot invoke ""policies.Policy.computeDistribution(other.context.Context, main.collections.FastArrayList, boolean)"" because the return value "
planned_T1480_5801289,planned_T1480_5801289.out,planned_T1480_5801289.err,True,NullPointerException,"Running T1480 on lm4-w002 at Thu Feb 19 14:03:49 CET 2026
Game: Madelinette
Variant: Implicit Minimax | MAST | Qualitative | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated","MCTS error in game: Madelinette
java.lang.NullPointerException: Cannot invoke ""metadata.ai.heuristics.Heuristics.computeValue(other.context.Context, int, float)"" because ""heuristics"" is null
	at utils"
planned_T1481_5801290,planned_T1481_5801290.out,planned_T1481_5801290.err,False,,"Running T1481 on lm4-w002 at Thu Feb 19 14:03:50 CET 2026
Game: Madelinette
Variant: Progressive History | NST | Score Bounded | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
",
planned_T1482_5801291,planned_T1482_5801291.out,planned_T1482_5801291.err,True,NullPointerException,"Running T1482 on lm4-w002 at Thu Feb 19 14:03:49 CET 2026
Game: Pretwa
Variant: UCB1 | Random | Qualitative | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=4, mem=7G, ti","MCTS error in game: Pretwa
java.lang.NullPointerException: Cannot invoke ""metadata.ai.heuristics.Heuristics.computeValue(other.context.Context, int, float)"" because ""heuristics"" is null
	at utils.AIUt"
planned_T1483_5801292,planned_T1483_5801292.out,planned_T1483_5801292.err,False,,"Running T1483 on lm4-w019 at Thu Feb 19 14:04:19 CET 2026
Game: Kharberg
Variant: Progressive History | MAST | Implicit Minimax | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Esti",
planned_T1484_5801293,planned_T1484_5801293.out,planned_T1484_5801293.err,False,,"Running T1484 on lm4-w021 at Thu Feb 19 14:04:19 CET 2026
Game: Morpharaoh
Variant: UCB1 GRAVE | NST | AlphaGo | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=",
planned_T1485_5801294,planned_T1485_5801294.out,planned_T1485_5801294.err,True,NullPointerException,"Running T1485 on lm4-w025 at Thu Feb 19 14:04:19 CET 2026
Game: Viking Chess
Variant: ExIt | Random | Implicit Minimax | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=4,","MCTS error in game: Viking Chess
java.lang.NullPointerException: Cannot invoke ""policies.Policy.computeDistribution(other.context.Context, main.collections.FastArrayList, boolean)"" because the return "
planned_T1486_5801295,planned_T1486_5801295.out,planned_T1486_5801295.err,False,,"Running T1486 on lm4-w002 at Thu Feb 19 14:04:20 CET 2026
Game: Unfair
Variant: UCB1 | NST | Heuristic | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=4, mem=7",
planned_T1487_5801296,planned_T1487_5801296.out,planned_T1487_5801296.err,False,,"Running T1487 on lm4-w002 at Thu Feb 19 14:04:20 CET 2026
Game: Epoxy
Variant: UCB1 | MAST | Score Bounded | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=4, mem=7G",
planned_T1488_5801297,planned_T1488_5801297.out,planned_T1488_5801297.err,False,,"Running T1488 on lm4-w002 at Thu Feb 19 14:04:19 CET 2026
Game: Enindji
Variant: Implicit Minimax | Random | Heuristic | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=4,",
planned_T1489_5801298,planned_T1489_5801298.out,planned_T1489_5801298.err,False,,"Running T1489 on lm4-w008 at Thu Feb 19 14:04:19 CET 2026
Game: Manzhouqi
Variant: Progressive Widening | MAST | MonteCarlo | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimate",
planned_T148_5799957,planned_T148_5799957.out,planned_T148_5799957.err,True,NullPointerException,"Running T148 on lm4-w022 at Thu Feb 19 13:03:05 CET 2026
Game: Sat Gol
Variant: AG0 | MAST | Heuristic | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=4, mem=7G, ti","MCTS error in game: Sat Gol
java.lang.NullPointerException: Cannot invoke ""policies.Policy.computeDistribution(other.context.Context, main.collections.FastArrayList, boolean)"" because the return value"
planned_T1490_5801299,planned_T1490_5801299.out,planned_T1490_5801299.err,True,NullPointerException,"Running T1490 on lm4-w008 at Thu Feb 19 14:04:19 CET 2026
Game: Manzhouqi
Variant: Alpha-Beta | NST | Qualitative | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cp","MCTS error in game: Manzhouqi
java.lang.NullPointerException: Cannot invoke ""metadata.ai.heuristics.Heuristics.computeValue(other.context.Context, int, float)"" because ""heuristics"" is null
	at utils.A"
